vehicle_id,vehicle_type,make,model,model_year,colour,date_stolen,region,region_population,region_density_km2,make_type
2364,Saloon,Holden,VT COMMODORE,1999.0,Brown,2021-10-19,Canterbury,"655,000",14.72,Standard
2139,Stationwagon,Toyota,ESTIMA,2000.0,Silver,2021-10-20,Otago,"246,000",7.89,Standard
4463,Stationwagon,Toyota,COROLLA,1995.0,Green,2021-10-20,Waikato,"513,800",21.5,Standard
1332,Roadbike,Benelli,502C,2021.0,Black,2021-10-20,Wellington,"543,500",67.52,Standard
4357,Trailer,Trailer,TRAYLA,2013.0,Silver,2021-10-20,Wellington,"543,500",67.52,Standard
2254,Hatchback,Mazda,ATENZA,2002.0,White,2021-10-20,Wellington,"543,500",67.52,Standard
4149,Light Van,Nissan,SAFARI GRANROAD,1990.0,Red,2021-10-20,Auckland,"1,695,200",343.09,Standard
905,Roadbike,KTM,RC,2017.0,White,2021-10-20,Canterbury,"655,000",14.72,Standard
1296,Moped,TNT Motor,ROMA,2020.0,Black,2021-10-20,Wellington,"543,500",67.52,Standard
4436,Trailer,Trailer,LOCAL,2014.0,Silver,2021-10-20,Waikato,"513,800",21.5,Standard
4368,Utility,Ford,COURIER,1999.0,White,2021-10-20,Bay of Plenty,"347,700",28.8,Standard
2580,Hatchback,Volkswagen,GOLF,2008.0,White,2021-10-20,Bay of Plenty,"347,700",28.8,Standard
2967,Saloon,Toyota,PRIUS,2010.0,Silver,2021-10-20,Auckland,"1,695,200",343.09,Standard
3266,Hatchback,Mazda,DEMIO,2006.0,Blue,2021-10-20,Auckland,"1,695,200",343.09,Standard
1375,Utility,Ford,COURIER,2004.0,White,2021-10-20,Bay of Plenty,"347,700",28.8,Standard
1170,Saloon,Nissan,SUNNY,1996.0,White,2021-10-20,Auckland,"1,695,200",343.09,Standard
659,Moped,PGO,LIGERO,2014.0,Red,2021-10-20,Canterbury,"655,000",14.72,Standard
1346,Stationwagon,Mercedes-Benz,ML,2004.0,Black,2021-10-20,Auckland,"1,695,200",343.09,Luxury
1103,Stationwagon,Ford,EXPLORER,2003.0,Blue,2021-10-21,Wellington,"543,500",67.52,Standard
1729,Saloon,Holden,COMMODORE,2006.0,Grey,2021-10-21,Auckland,"1,695,200",343.09,Standard
4346,Utility,Mazda,BOUNTY,1999.0,Green,2021-10-21,Canterbury,"655,000",14.72,Standard
3764,Utility,Nissan,NAVARA,2008.0,White,2021-10-21,Gisborne,"52,100",6.21,Standard
1877,Stationwagon,Isuzu,WIZARD,1999.0,Silver,2021-10-21,Canterbury,"655,000",14.72,Standard
483,Trailer,Trailer,TRAILER PRO,2017.0,Silver,2021-10-21,Auckland,"1,695,200",343.09,Standard
735,Stationwagon,Toyota,PREVIA,2001.0,Silver,2021-10-21,Auckland,"1,695,200",343.09,Standard
1135,Hatchback,Honda,JAZZ,2003.0,Black,2021-10-21,Northland,"201,500",16.11,Standard
1142,Saloon,Holden,COMMODORE,2003.0,Green,2021-10-21,Auckland,"1,695,200",343.09,Standard
4286,Saloon,Nissan,PRIMERA,1997.0,White,2021-10-21,Gisborne,"52,100",6.21,Standard
3130,Hatchback,Mazda,AXELA,2006.0,Grey,2021-10-21,Canterbury,"655,000",14.72,Standard
2985,Saloon,BMW,320I,2008.0,Black,2021-10-21,Auckland,"1,695,200",343.09,Luxury
3067,Saloon,Audi,A4,2007.0,Black,2021-10-21,Bay of Plenty,"347,700",28.8,Standard
1411,Stationwagon,Honda,ODYSSEY,1996.0,Blue,2021-10-21,Auckland,"1,695,200",343.09,Standard
1972,Saloon,Volkswagen,PASSAT,2004.0,Blue,2021-10-21,Otago,"246,000",7.89,Standard
1557,Utility,Toyota,HILUX,2005.0,Silver,2021-10-21,Bay of Plenty,"347,700",28.8,Standard
425,Trailer,Kea,KC95,2020.0,Silver,2021-10-21,Waikato,"513,800",21.5,Standard
3312,Utility,Mazda,BT-50,2008.0,White,2021-10-21,Manawatū-Whanganui,"258,200",11.62,Standard
3164,Saloon,Mercedes-Benz,E500,2006.0,White,2021-10-21,Auckland,"1,695,200",343.09,Luxury
32,Trailer,Homebuilt,TRAILER,1998.0,Green,2021-10-21,Canterbury,"655,000",14.72,Standard
3982,Convertible,Ferrari,348 SP,1993.0,Yellow,2021-10-21,Auckland,"1,695,200",343.09,Luxury
66,Boat Trailer,Trailer,SPORTLINE,2014.0,Silver,2021-10-21,Gisborne,"52,100",6.21,Standard
2331,Saloon,Mitsubishi,LANCER,2000.0,Grey,2021-10-21,Auckland,"1,695,200",343.09,Standard
4386,Saloon,Nissan,BLUEBIRD,1992.0,Green,2021-10-22,Canterbury,"655,000",14.72,Standard
618,Trailer,Trailer,DOMESTIC,2002.0,Silver,2021-10-22,Nelson,"54,500",129.15,Standard
4354,Boat Trailer,Trailer,TWIN JETSKI,2014.0,Silver,2021-10-22,Auckland,"1,695,200",343.09,Standard
1606,Utility,Ford,COURIER,2006.0,White,2021-10-22,Wellington,"543,500",67.52,Standard
983,Roadbike,Yamaha,YZF,2016.0,Red,2021-10-22,Auckland,"1,695,200",343.09,Standard
1872,Light Van,Toyota,TOWNACE,1990.0,Gold,2021-10-22,Canterbury,"655,000",14.72,Standard
1891,Sports Car,Toyota,TRUENO,1998.0,Silver,2021-10-22,Waikato,"513,800",21.5,Standard
2642,Utility,Ford,RANGER,2013.0,Silver,2021-10-22,Gisborne,"52,100",6.21,Standard
4430,Trailer,Trailer,HELMACK 10X5,2014.0,Silver,2021-10-22,Canterbury,"655,000",14.72,Standard
49,Trailer,Trailer,DOMESTIC,2021.0,Grey,2021-10-22,Auckland,"1,695,200",343.09,Standard
3672,Saloon,Toyota,PRIUS,2010.0,White,2021-10-22,Auckland,"1,695,200",343.09,Standard
290,Boat Trailer,Custombuilt,4,2016.0,Grey,2021-10-22,Canterbury,"655,000",14.72,Standard
1838,Saloon,BMW,318I,1998.0,Blue,2021-10-22,Otago,"246,000",7.89,Luxury
931,Moped,Forza,CICLONE,2019.0,Black,2021-10-22,Auckland,"1,695,200",343.09,Standard
1497,Utility,Ford,COURIER,2005.0,Red,2021-10-23,Wellington,"543,500",67.52,Standard
4302,Stationwagon,Toyota,SPRINTER,1995.0,Silver,2021-10-23,Auckland,"1,695,200",343.09,Standard
2594,Saloon,Holden,COMMODORE,2013.0,Green,2021-10-23,Wellington,"543,500",67.52,Standard
1984,Stationwagon,Mazda,DEMIO,1996.0,Green,2021-10-23,Wellington,"543,500",67.52,Standard
2393,Hatchback,BMW,318TI,2002.0,Red,2021-10-23,Otago,"246,000",7.89,Luxury
2589,Trailer,Kea,K855A,2006.0,Silver,2021-10-23,Waikato,"513,800",21.5,Standard
568,Trailer,Factory Built,CUSTOM,2021.0,White,2021-10-23,Waikato,"513,800",21.5,Standard
3283,Saloon,Audi,A3,2004.0,Blue,2021-10-23,Bay of Plenty,"347,700",28.8,Standard
4235,Stationwagon,Toyota,LANDCRUISER,1996.0,Blue,2021-10-23,Canterbury,"655,000",14.72,Standard
4313,Saloon,Holden,VT COMMODORE,1998.0,Blue,2021-10-23,Canterbury,"655,000",14.72,Standard
1932,Stationwagon,Toyota,LANDCRUISER,2004.0,Blue,2021-10-23,Bay of Plenty,"347,700",28.8,Standard
3832,Saloon,Audi,A4,2010.0,Black,2021-10-23,Waikato,"513,800",21.5,Standard
4376,Hatchback,Nissan,PULSAR,1992.0,Grey,2021-10-23,Canterbury,"655,000",14.72,Standard
575,Trailer,Trailer,DOMESTIC,2019.0,Grey,2021-10-23,Auckland,"1,695,200",343.09,Standard
948,Moped,Forza,CICLONE,2018.0,Red,2021-10-23,Auckland,"1,695,200",343.09,Standard
4258,Trailer,Lochiel,14X6.6 SALV,2013.0,Silver,2021-10-23,Otago,"246,000",7.89,Standard
4084,Hatchback,Honda,CIVIC 3 DR,1987.0,White,2021-10-23,Nelson,"54,500",129.15,Standard
904,Roadbike,Suzuki,SV650UA,2016.0,Black,2021-10-23,Wellington,"543,500",67.52,Standard
1608,Utility,Mazda,PROCEED,1994.0,Red,2021-10-24,Auckland,"1,695,200",343.09,Standard
1074,Stationwagon,Toyota,HILUX,1993.0,Red,2021-10-24,Auckland,"1,695,200",343.09,Standard
1143,Hatchback,Holden,ASTRA,2003.0,Silver,2021-10-24,Bay of Plenty,"347,700",28.8,Standard
4159,Trailer,Trailer,HOMEBUILT,2007.0,Grey,2021-10-24,Taranaki,"127,300",17.55,Standard
2104,Hatchback,Volkswagen,GOLF,2009.0,Black,2021-10-24,Auckland,"1,695,200",343.09,Standard
4385,Light Van,Toyota,HIACE,1992.0,White,2021-10-24,Canterbury,"655,000",14.72,Standard
253,Trailer - Heavy,Trailer,ROADCHIEF,2019.0,Silver,2021-10-24,Bay of Plenty,"347,700",28.8,Standard
1812,Trailer,Trailer,BRIFORD,2005.0,Silver,2021-10-24,Auckland,"1,695,200",343.09,Standard
3056,Saloon,Toyota,MARKX,2007.0,Silver,2021-10-24,Northland,"201,500",16.11,Standard
438,Trailer,Trike,ELITE 8X4,2020.0,Silver,2021-10-24,Nelson,"54,500",129.15,Standard
592,Trailer,Trailer,BST2021D,2021.0,Silver,2021-10-24,Auckland,"1,695,200",343.09,Standard
489,Boat Trailer,Trailer,WAVERUNNER,2020.0,Grey,2021-10-24,Canterbury,"655,000",14.72,Standard
3054,Hatchback,Mazda,DEMIO,2005.0,Red,2021-10-24,Canterbury,"655,000",14.72,Standard
2125,Saloon,Nissan,SUNNY,2002.0,Blue,2021-10-24,Canterbury,"655,000",14.72,Standard
3698,Utility,Toyota,HILUX,2020.0,Grey,2021-10-24,Gisborne,"52,100",6.21,Standard
2790,Stationwagon,Subaru,LEGACY,2005.0,White,2021-10-24,Canterbury,"655,000",14.72,Standard
4422,Boat Trailer,Reid,TRAILER,2014.0,Silver,2021-10-24,Bay of Plenty,"347,700",28.8,Standard
2184,Hatchback,Honda,FIT,2004.0,Silver,2021-10-24,Canterbury,"655,000",14.72,Standard
1068,Utility,Ford,COURIER,1997.0,White,2021-10-24,Hawke's Bay,"182,700",12.92,Standard
3345,Stationwagon,Isuzu,BIGHORN,1997.0,Black,2021-10-25,Canterbury,"655,000",14.72,Standard
936,Roadbike,Yamaha,YZF,2015.0,Blue,2021-10-25,Manawatū-Whanganui,"258,200",11.62,Standard
362,Trailer,Trailer,FOXENG 1000,1998.0,Blue,2021-10-25,Wellington,"543,500",67.52,Standard
3911,Saloon,Holden,COMMODORE,2006.0,Grey,2021-10-25,Manawatū-Whanganui,"258,200",11.62,Standard
2103,Hatchback,Ford,FIESTA,2009.0,Blue,2021-10-25,Canterbury,"655,000",14.72,Standard
692,Roadbike,Harley Davidson,SOFTAIL,2007.0,Black,2021-10-25,Taranaki,"127,300",17.55,Standard
3720,Stationwagon,Toyota,HILUX,1991.0,Grey,2021-10-25,Wellington,"543,500",67.52,Standard
202,Trailer,Trailer,LOCAL,1977.0,Orange,2021-10-25,Bay of Plenty,"347,700",28.8,Standard
1209,Roadbike,Triumph,DAYTONA,2008.0,Red,2021-10-25,Wellington,"543,500",67.52,Standard
1442,Saloon,Honda,CIVIC,1996.0,White,2021-10-25,Otago,"246,000",7.89,Standard
2287,Saloon,BMW,318I,2001.0,Blue,2021-10-25,Canterbury,"655,000",14.72,Luxury
2414,Saloon,Mazda,RX-8,2003.0,Blue,2021-10-25,Auckland,"1,695,200",343.09,Standard
1736,Hatchback,Mazda,DEMIO,1997.0,Green,2021-10-25,Auckland,"1,695,200",343.09,Standard
2069,Boat Trailer,Trailer,LOCAL,1976.0,Brown,2021-10-25,Bay of Plenty,"347,700",28.8,Standard
607,Trailer - Heavy,Trailer,PRESCOTT,2018.0,Silver,2021-10-25,Canterbury,"655,000",14.72,Standard
604,Trailer,Trailer,DOMESTIC TRAILER,2018.0,Grey,2021-10-25,Auckland,"1,695,200",343.09,Standard
4458,Hatchback,Mazda,FAMILIA,1997.0,Silver,2021-10-26,Bay of Plenty,"347,700",28.8,Standard
4191,Utility,Mitsubishi,L200,1995.0,Red,2021-10-26,Hawke's Bay,"182,700",12.92,Standard
1367,Saloon,Ford,FALCON,2004.0,Silver,2021-10-26,Bay of Plenty,"347,700",28.8,Standard
1804,Stationwagon,Isuzu,BIGHORN,1998.0,White,2021-10-26,Northland,"201,500",16.11,Standard
1689,Stationwagon,Subaru,LEGACY,1998.0,Red,2021-10-26,Otago,"246,000",7.89,Standard
2152,Stationwagon,Ford,TERRITORY,2010.0,Grey,2021-10-26,Bay of Plenty,"347,700",28.8,Standard
4297,Utility,Nissan,NAVARA,1998.0,Green,2021-10-26,Northland,"201,500",16.11,Standard
4471,Hatchback,Hyundai,ACCENT,2000.0,Silver,2021-10-26,Northland,"201,500",16.11,Standard
1847,Stationwagon,Holden,COMMODORE,2007.0,Silver,2021-10-26,Waikato,"513,800",21.5,Standard
2016,Saloon,Lexus,IS250,2008.0,Silver,2021-10-26,Auckland,"1,695,200",343.09,Luxury
3405,Saloon,BMW,M5,2005.0,Black,2021-10-26,Canterbury,"655,000",14.72,Luxury
4230,Saloon,Mazda,SENTIA,1991.0,Green,2021-10-26,Otago,"246,000",7.89,Standard
3003,Saloon,Mercedes-Benz,C,2004.0,Silver,2021-10-26,Bay of Plenty,"347,700",28.8,Luxury
299,Moped,Yamaha,CV50 JOG,2007.0,Blue,2021-10-26,Auckland,"1,695,200",343.09,Standard
1099,Stationwagon,Honda,ODYSSEY,1996.0,Red,2021-10-26,Bay of Plenty,"347,700",28.8,Standard
2952,Stationwagon,BMW,X3,2005.0,Grey,2021-10-26,Canterbury,"655,000",14.72,Luxury
2092,Stationwagon,Subaru,LEGACY,2002.0,Blue,2021-10-26,Nelson,"54,500",129.15,Standard
4090,Light Van,Mitsubishi,L300,1992.0,Grey,2021-10-26,Wellington,"543,500",67.52,Standard
2089,Stationwagon,Mazda,ATENZA,2003.0,Red,2021-10-26,Auckland,"1,695,200",343.09,Standard
4065,Stationwagon,Audi,Q7,2008.0,Grey,2021-10-26,Wellington,"543,500",67.52,Standard
477,Trailer,Trailer,TOP GEAR,2017.0,Black,2021-10-27,Auckland,"1,695,200",343.09,Standard
3487,Stationwagon,Mazda,ATENZA,2003.0,Silver,2021-10-27,Wellington,"543,500",67.52,Standard
2312,Trailer,Briford,8X4 TRAILER,2005.0,Silver,2021-10-27,Auckland,"1,695,200",343.09,Standard
1604,Saloon,Holden,COMMODORE,2006.0,Black,2021-10-27,Auckland,"1,695,200",343.09,Standard
1956,Hatchback,Audi,TT,2002.0,Silver,2021-10-27,Gisborne,"52,100",6.21,Standard
1805,Saloon,Mazda,CAPELLA,1997.0,Silver,2021-10-27,Canterbury,"655,000",14.72,Standard
3842,Stationwagon,Honda,ODYSSEY,2004.0,Silver,2021-10-27,Canterbury,"655,000",14.72,Standard
543,Trailer,Trailer,CAR DOLLY,2017.0,Silver,2021-10-27,Manawatū-Whanganui,"258,200",11.62,Standard
423,Trailer,Trailer,TUFF,2020.0,Silver,2021-10-27,Bay of Plenty,"347,700",28.8,Standard
1764,Stationwagon,Nissan,LARGO,1995.0,Grey,2021-10-27,Southland,"102,400",3.28,Standard
4481,Saloon,Mercedes-Benz,S,2000.0,Red,2021-10-27,Auckland,"1,695,200",343.09,Luxury
1647,Stationwagon,Mazda,MAZDA6,2006.0,Black,2021-10-27,Auckland,"1,695,200",343.09,Standard
3790,Saloon,Toyota,MARKX,2006.0,White,2021-10-27,Auckland,"1,695,200",343.09,Standard
3491,Hatchback,Suzuki,SX4,2009.0,Silver,2021-10-27,Canterbury,"655,000",14.72,Standard
3645,Stationwagon,Nissan,PRIMERA,1997.0,Silver,2021-10-27,Auckland,"1,695,200",343.09,Standard
4236,Utility,Toyota,HILUX,1996.0,White,2021-10-27,Canterbury,"655,000",14.72,Standard
3032,Stationwagon,Mazda,MPV,2005.0,White,2021-10-27,Auckland,"1,695,200",343.09,Standard
2808,Stationwagon,Subaru,IMPREZA,2000.0,Red,2021-10-27,Wellington,"543,500",67.52,Standard
2628,Stationwagon,Subaru,FORESTER,2003.0,Blue,2021-10-27,Auckland,"1,695,200",343.09,Standard
1114,Saloon,Chrysler,PT CRUISER,2002.0,Silver,2021-10-27,Nelson,"54,500",129.15,Standard
257,Trailer,Trailer,CONCEPT,2017.0,Silver,2021-10-28,Manawatū-Whanganui,"258,200",11.62,Standard
2262,Hatchback,Toyota,PRIUS,2011.0,White,2021-10-28,Bay of Plenty,"347,700",28.8,Standard
3823,Hatchback,Suzuki,SWIFT,2005.0,Grey,2021-10-28,Wellington,"543,500",67.52,Standard
1655,Stationwagon,Subaru,IMPREZA,1999.0,Silver,2021-10-28,Wellington,"543,500",67.52,Standard
2200,Stationwagon,Mazda,ATENZA,2002.0,Silver,2021-10-28,Wellington,"543,500",67.52,Standard
2057,Stationwagon,Nissan,CUBE,2002.0,White,2021-10-28,Auckland,"1,695,200",343.09,Standard
896,Moped,SYM,FIDDLE,2011.0,Red,2021-10-28,Canterbury,"655,000",14.72,Standard
2027,Stationwagon,Subaru,LEGACY,2002.0,Silver,2021-10-28,Otago,"246,000",7.89,Standard
3198,Saloon,Nissan,SKYLINE,2006.0,Silver,2021-10-28,Manawatū-Whanganui,"258,200",11.62,Standard
2474,Stationwagon,Subaru,LEGACY,2009.0,White,2021-10-28,Canterbury,"655,000",14.72,Standard
184,Trailer,Rhino,DOMESTIC TRAILER,2019.0,Grey,2021-10-28,Northland,"201,500",16.11,Standard
1546,Hatchback,Nissan,PULSAR,1998.0,White,2021-10-28,Waikato,"513,800",21.5,Standard
3132,Saloon,Toyota,MARKX,2005.0,White,2021-10-28,Auckland,"1,695,200",343.09,Standard
1558,Heavy Van,Ford,TRANSIT,2005.0,Blue,2021-10-28,Northland,"201,500",16.11,Standard
1879,Hatchback,Mazda,MAZDA6,2007.0,Blue,2021-10-28,Taranaki,"127,300",17.55,Standard
289,Trailer,Trailer,TUFF,2016.0,Silver,2021-10-28,Bay of Plenty,"347,700",28.8,Standard
272,Trailer - Heavy,Trailer,GT TRAILER,2016.0,Silver,2021-10-29,Auckland,"1,695,200",343.09,Standard
264,Trailer - Heavy,Trailer,GT TRAILER,2016.0,Silver,2021-10-29,Canterbury,"655,000",14.72,Standard
2066,Trailer,Kea,K744X,2005.0,Silver,2021-10-29,Waikato,"513,800",21.5,Standard
259,Boat Trailer,Homebuilt,BOAT TRAILER,2019.0,Silver,2021-10-29,Auckland,"1,695,200",343.09,Standard
1994,Stationwagon,Ford,ESCAPE,2001.0,Red,2021-10-29,Bay of Plenty,"347,700",28.8,Standard
3903,Stationwagon,Subaru,LEGACY,2010.0,White,2021-10-29,Otago,"246,000",7.89,Standard
3474,Trailer,Trailer,FACTORY BUILD,2008.0,Silver,2021-10-29,Gisborne,"52,100",6.21,Standard
341,Light Van,Toyota,REGIUS,2001.0,White,2021-10-29,Auckland,"1,695,200",343.09,Standard
555,Trailer - Heavy,Trailer,NYMIC,2021.0,Grey,2021-10-29,Auckland,"1,695,200",343.09,Standard
4507,Other Truck,Nissan,ATLAS,1993.0,Blue,2021-10-29,Canterbury,"655,000",14.72,Standard
1642,Saloon,Nissan,PRIMERA,1995.0,Grey,2021-10-29,Bay of Plenty,"347,700",28.8,Standard
979,Roadbike,Suzuki,GW250,2013.0,Black,2021-10-29,Auckland,"1,695,200",343.09,Standard
805,Utility,Nissan,DATSUN,1995.0,White,2021-10-29,Canterbury,"655,000",14.72,Standard
3642,Stationwagon,Nissan,TERRANO,1996.0,White,2021-10-29,Canterbury,"655,000",14.72,Standard
137,Trailer,Titan,DOMESTIC TRAILER,2019.0,Silver,2021-10-29,Auckland,"1,695,200",343.09,Standard
1003,Moped,TNT Motor,ROMA,2016.0,Black,2021-10-29,Auckland,"1,695,200",343.09,Standard
2368,Hatchback,Mazda,FAMILIA,2001.0,White,2021-10-29,Auckland,"1,695,200",343.09,Standard
999,Moped,Forza,CICLONE,2015.0,Red,2021-10-29,Auckland,"1,695,200",343.09,Standard
4117,Trailer,Trailer,8X5S,2011.0,Silver,2021-10-29,Canterbury,"655,000",14.72,Standard
1386,Saloon,Ford,MONDEO,2004.0,Blue,2021-10-29,Auckland,"1,695,200",343.09,Standard
569,Trailer - Heavy,Trailer,PRESCOTT,2021.0,Silver,2021-10-30,Bay of Plenty,"347,700",28.8,Standard
3248,Caravan,Trailer,LITTLE FELLA 2008,2007.0,White,2021-10-30,Nelson,"54,500",129.15,Standard
2948,Light Van,Nissan,NAVARA,2013.0,White,2021-10-30,Gisborne,"52,100",6.21,Standard
928,Moped,Factory Built,ARIIC,2018.0,Black,2021-10-30,Canterbury,"655,000",14.72,Standard
466,Roadbike,Aprilia,SXV,2008.0,Black,2021-10-30,Canterbury,"655,000",14.72,Standard
163,Trailer,Trailer,ROADLINE,2015.0,Silver,2021-10-30,Northland,"201,500",16.11,Standard
4500,Utility,Ford,COURIER,2001.0,Blue,2021-10-30,Bay of Plenty,"347,700",28.8,Standard
1111,Saloon,Nissan,PULSAR,1995.0,Silver,2021-10-30,Waikato,"513,800",21.5,Standard
2778,Stationwagon,Mazda,ATENZA,2008.0,Black,2021-10-30,Wellington,"543,500",67.52,Standard
2429,Utility,Mazda,BONGO,2006.0,White,2021-10-30,Auckland,"1,695,200",343.09,Standard
3332,Saloon,BMW,320I,2001.0,Silver,2021-10-30,Canterbury,"655,000",14.72,Luxury
2044,Saloon,Honda,TORNEO,2002.0,Silver,2021-10-30,Otago,"246,000",7.89,Standard
1019,Roadbike,Harley Davidson,00 SOFTAIL,2000.0,Black,2021-10-31,Auckland,"1,695,200",343.09,Standard
4522,Trailer,Homebuilt,,1990.0,Black,2021-10-31,Auckland,"1,695,200",343.09,Standard
3780,Saloon,BMW,M3,2018.0,Blue,2021-10-31,Auckland,"1,695,200",343.09,Luxury
190,Trailer,Trailer,BRIFORD 5X4 SHUTTLE,1996.0,White,2021-10-31,Canterbury,"655,000",14.72,Standard
4334,Utility,Ford,COURIER,1999.0,White,2021-10-31,Canterbury,"655,000",14.72,Standard
1427,Stationwagon,Nissan,PULSAR,1996.0,Blue,2021-10-31,Auckland,"1,695,200",343.09,Standard
3401,Utility,Mitsubishi,TRITON,2018.0,White,2021-10-31,Canterbury,"655,000",14.72,Standard
3152,Saloon,Toyota,MARKX,2006.0,Silver,2021-10-31,Auckland,"1,695,200",343.09,Standard
3320,Saloon,Honda,ACCORD,2002.0,Grey,2021-10-31,Northland,"201,500",16.11,Standard
288,Trailer,Trailer,VULCAN,2016.0,Silver,2021-10-31,Auckland,"1,695,200",343.09,Standard
1395,Saloon,Mitsubishi,CARISMA,1996.0,Grey,2021-10-31,Wellington,"543,500",67.52,Standard
1088,Utility,Ford,COURIER,2003.0,White,2021-10-31,Gisborne,"52,100",6.21,Standard
2129,Stationwagon,Isuzu,WIZARD,2000.0,Gold,2021-10-31,Canterbury,"655,000",14.72,Standard
348,Caravan,Caravan,BESSACARR CAMEO 625,2005.0,White,2021-10-31,Auckland,"1,695,200",343.09,Standard
3875,Hatchback,BMW,120I,2012.0,Black,2021-11-01,Wellington,"543,500",67.52,Luxury
3614,Saloon,Holden,VX COMMODORE,2001.0,White,2021-11-01,Waikato,"513,800",21.5,Standard
750,Light Van,Honda,CRV,2001.0,Green,2021-11-01,Wellington,"543,500",67.52,Standard
282,Trailer,Trailer,TUFF,2016.0,Silver,2021-11-01,Auckland,"1,695,200",343.09,Standard
2394,Saloon,Mazda,AXELA,2005.0,White,2021-11-01,Auckland,"1,695,200",343.09,Standard
322,Trailer,Trailer,DOMESTIC TRAILER,2020.0,Silver,2021-11-01,Manawatū-Whanganui,"258,200",11.62,Standard
2077,Utility,Toyota,HILUX,1991.0,Red,2021-11-01,Auckland,"1,695,200",343.09,Standard
3087,Saloon,Toyota,CROWN,2005.0,White,2021-11-01,Bay of Plenty,"347,700",28.8,Standard
1513,Hatchback,Ford,FOCUS,2005.0,Red,2021-11-01,Taranaki,"127,300",17.55,Standard
4175,Hatchback,Ford,LASER 1.6 GLXI 5DOOR,1995.0,Blue,2021-11-01,Waikato,"513,800",21.5,Standard
193,Trailer,Trailer,TUFF,2019.0,Silver,2021-11-01,Auckland,"1,695,200",343.09,Standard
1849,Utility,Ford,RANGER,2007.0,Silver,2021-11-01,Bay of Plenty,"347,700",28.8,Standard
29,Trailer,Trailer,HOMEBUILT,2018.0,Silver,2021-11-01,Bay of Plenty,"347,700",28.8,Standard
4141,Stationwagon,Nissan,SAFARI,1989.0,Black,2021-11-01,Auckland,"1,695,200",343.09,Standard
1768,Special Purpose Vehicle,Bedford,A2,1957.0,Red,2021-11-01,Canterbury,"655,000",14.72,Standard
4242,Saloon,Mazda,323,1997.0,Green,2021-11-01,Wellington,"543,500",67.52,Standard
414,Caravan,Caravan,COMPASS OMEGA 534,2002.0,White,2021-11-01,Northland,"201,500",16.11,Standard
3365,Utility,Ford,COURIER,2003.0,Silver,2021-11-01,Wellington,"543,500",67.52,Standard
3453,Utility,Isuzu,D-MAX,2019.0,White,2021-11-01,Hawke's Bay,"182,700",12.92,Standard
1677,Hatchback,Mazda,MAZDA3,2006.0,White,2021-11-01,Auckland,"1,695,200",343.09,Standard
3460,Utility,Holden,RODEO 4X4,2003.0,Silver,2021-11-01,Auckland,"1,695,200",343.09,Standard
2253,Saloon,Honda,TORNEO,2000.0,Silver,2021-11-01,Wellington,"543,500",67.52,Standard
211,Trailer,Trailer,VULCAN,2015.0,Silver,2021-11-01,Auckland,"1,695,200",343.09,Standard
1180,Stationwagon,Toyota,LANDCRUISER,1993.0,Silver,2021-11-01,Canterbury,"655,000",14.72,Standard
4228,Saloon,Nissan,MAXIMA,1996.0,Blue,2021-11-02,Canterbury,"655,000",14.72,Standard
3994,Utility,Mitsubishi,L200 SPORT D/CAB,1990.0,Gold,2021-11-02,Wellington,"543,500",67.52,Standard
3756,Stationwagon,Subaru,FORESTER,2005.0,White,2021-11-02,Taranaki,"127,300",17.55,Standard
772,Saloon,Holden,VX COMMODORE,2002.0,Silver,2021-11-02,Northland,"201,500",16.11,Standard
181,Trailer,Briford,5X4,2019.0,Silver,2021-11-02,Canterbury,"655,000",14.72,Standard
2699,Stationwagon,Honda,STREAM,2006.0,Black,2021-11-02,Northland,"201,500",16.11,Standard
3086,Saloon,Holden,COMMODORE,2004.0,Red,2021-11-02,Canterbury,"655,000",14.72,Standard
1620,Stationwagon,Toyota,GRANVIA,1995.0,Blue,2021-11-02,Canterbury,"655,000",14.72,Standard
1626,Stationwagon,Honda,LOGO,1999.0,Silver,2021-11-02,Auckland,"1,695,200",343.09,Standard
4170,Utility,Ford,COURIER XL D,1994.0,White,2021-11-02,Auckland,"1,695,200",343.09,Standard
1904,Saloon,Nissan,LAUREL,1998.0,Silver,2021-11-02,Waikato,"513,800",21.5,Standard
984,Roadbike,KTM,200,2016.0,White,2021-11-02,Canterbury,"655,000",14.72,Standard
3305,Saloon,Mitsubishi,GALANT,1997.0,Silver,2021-11-02,Auckland,"1,695,200",343.09,Standard
2673,Stationwagon,Toyota,ESTIMA,2005.0,Silver,2021-11-02,Canterbury,"655,000",14.72,Standard
4390,Hatchback,Toyota,COROLLA,1999.0,Green,2021-11-03,Canterbury,"655,000",14.72,Standard
2311,Trailer,Homebuilt,MISC,1989.0,Blue,2021-11-03,Canterbury,"655,000",14.72,Standard
1745,Stationwagon,Mitsubishi,CHALLENGER,1999.0,Blue,2021-11-03,Auckland,"1,695,200",343.09,Standard
2084,Saloon,Subaru,LEGACY,2000.0,White,2021-11-03,Auckland,"1,695,200",343.09,Standard
